CONCEPT_ID,PARENT_CONCEPT_ID,LEVEL,TRAIT_DESCRIPTION,"SYS_CONNECT_BY_PATH(C1.TRAIT_DESCRIPTION,':')",IsLeaf
1180,1177,3,Sharing,:Social Interest:Interactions with Friends and Family:Sharing,0
1179,1177,3,Poor Treatment by Others in Social Settings,:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings,0
1178,1177,3,Engaging in Social Play,:Social Interest:Interactions with Friends and Family:Engaging in Social Play,0
11772,1177,3,Poor Interactions with Friends and Family,:Social Interest:Interactions with Friends and Family:Poor Interactions with Friends and Family,1
11771,1177,3,Good Interactions with Friends and Family,:Social Interest:Interactions with Friends and Family:Good Interactions with Friends and Family,1
1178,1177,4,Engaging in Social Play,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play,0
11772,1177,4,Poor Interactions with Friends and Family,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Poor Interactions with Friends and Family,1
11771,1177,4,Good Interactions with Friends and Family,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Good Interactions with Friends and Family,1
1181,1177,4,Sharing in Interests of Others,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others,0
1180,1177,4,Sharing,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing,0
1178,1177,5,Engaging in Social Play,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play,0
11781,1178,6,Good Engaging in Social Play,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Good Engaging in Social Play,1
11782,1178,6,Poor Engaging in Social Play,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Poor Engaging in Social Play,1
11781,1178,2,Good Engaging in Social Play,:Engaging in Social Play:Good Engaging in Social Play,1
11782,1178,2,Poor Engaging in Social Play,:Engaging in Social Play:Poor Engaging in Social Play,1
11781,1178,1,Good Engaging in Social Play,:Good Engaging in Social Play,1
11782,1178,5,Poor Engaging in Social Play,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Poor Engaging in Social Play,1
11781,1178,3,Good Engaging in Social Play,:Interactions with Friends and Family:Engaging in Social Play:Good Engaging in Social Play,1
11782,1178,3,Poor Engaging in Social Play,:Interactions with Friends and Family:Engaging in Social Play:Poor Engaging in Social Play,1
11781,1178,4,Good Engaging in Social Play,:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Good Engaging in Social Play,1
11782,1178,4,Poor Engaging in Social Play,:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Poor Engaging in Social Play,1
11781,1178,5,Good Engaging in Social Play,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Engaging in Social Play:Good Engaging in Social Play,1
11782,1178,1,Poor Engaging in Social Play,:Poor Engaging in Social Play,1
11791,1179,6,Excessive Poor Treatment by Others in Social Settings,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,6,No Poor Treatment by Others in Social Settings,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:No Poor Treatment by Others in Social Settings,1
11791,1179,2,Excessive Poor Treatment by Others in Social Settings,:Poor Treatment by Others in Social Settings:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,2,No Poor Treatment by Others in Social Settings,:Poor Treatment by Others in Social Settings:No Poor Treatment by Others in Social Settings,1
11791,1179,1,Excessive Poor Treatment by Others in Social Settings,:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,5,No Poor Treatment by Others in Social Settings,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:No Poor Treatment by Others in Social Settings,1
11791,1179,3,Excessive Poor Treatment by Others in Social Settings,:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,3,No Poor Treatment by Others in Social Settings,:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:No Poor Treatment by Others in Social Settings,1
11791,1179,4,Excessive Poor Treatment by Others in Social Settings,:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,4,No Poor Treatment by Others in Social Settings,:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:No Poor Treatment by Others in Social Settings,1
11791,1179,5,Excessive Poor Treatment by Others in Social Settings,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Poor Treatment by Others in Social Settings:Excessive Poor Treatment by Others in Social Settings,1
11792,1179,1,No Poor Treatment by Others in Social Settings,:No Poor Treatment by Others in Social Settings,1
11802,1180,6,Poor Sharing,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing:Poor Sharing,1
11801,1180,6,Good Sharing,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing:Good Sharing,1
11801,1180,2,Good Sharing,:Sharing:Good Sharing,1
11802,1180,2,Poor Sharing,:Sharing:Poor Sharing,1
11801,1180,1,Good Sharing,:Good Sharing,1
11802,1180,5,Poor Sharing,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing:Poor Sharing,1
11801,1180,3,Good Sharing,:Interactions with Friends and Family:Sharing:Good Sharing,1
11802,1180,3,Poor Sharing,:Interactions with Friends and Family:Sharing:Poor Sharing,1
11801,1180,4,Good Sharing,:Social Interest:Interactions with Friends and Family:Sharing:Good Sharing,1
11802,1180,4,Poor Sharing,:Social Interest:Interactions with Friends and Family:Sharing:Poor Sharing,1
11801,1180,5,Good Sharing,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing:Good Sharing,1
11802,1180,1,Poor Sharing,:Poor Sharing,1
11811,1181,6,Good Sharing in Interests of Others,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Good Sharing in Interests of Others,1
11812,1181,6,Poor Sharing in Interests of Others,:Social Competence:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Poor Sharing in Interests of Others,1
11811,1181,2,Good Sharing in Interests of Others,:Sharing in Interests of Others:Good Sharing in Interests of Others,1
11812,1181,2,Poor Sharing in Interests of Others,:Sharing in Interests of Others:Poor Sharing in Interests of Others,1
11811,1181,1,Good Sharing in Interests of Others,:Good Sharing in Interests of Others,1
11812,1181,5,Poor Sharing in Interests of Others,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Poor Sharing in Interests of Others,1
11811,1181,3,Good Sharing in Interests of Others,:Interactions with Friends and Family:Sharing in Interests of Others:Good Sharing in Interests of Others,1
11812,1181,3,Poor Sharing in Interests of Others,:Interactions with Friends and Family:Sharing in Interests of Others:Poor Sharing in Interests of Others,1
11811,1181,4,Good Sharing in Interests of Others,:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Good Sharing in Interests of Others,1
11812,1181,4,Poor Sharing in Interests of Others,:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Poor Sharing in Interests of Others,1
11811,1181,5,Good Sharing in Interests of Others,:Interpersonal Interactions:Social Interest:Interactions with Friends and Family:Sharing in Interests of Others:Good Sharing in Interests of Others,1
11812,1181,1,Poor Sharing in Interests of Others,:Poor Sharing in Interests of Others,1
11821,1182,5,Often Keeps to Self,:Social Competence:Interpersonal Interactions:Social Interest:Keeps to Self:Often Keeps to Self,1
11822,1182,5,Rarely Keeps to Self,:Social Competence:Interpersonal Interactions:Social Interest:Keeps to Self:Rarely Keeps to Self,1
11821,1182,1,Often Keeps to Self,:Often Keeps to Self,1
11822,1182,1,Rarely Keeps to Self,:Rarely Keeps to Self,1
11822,1182,4,Rarely Keeps to Self,:Interpersonal Interactions:Social Interest:Keeps to Self:Rarely Keeps to Self,1
11822,1182,2,Rarely Keeps to Self,:Keeps to Self:Rarely Keeps to Self,1
11821,1182,3,Often Keeps to Self,:Social Interest:Keeps to Self:Often Keeps to Self,1
11822,1182,3,Rarely Keeps to Self,:Social Interest:Keeps to Self:Rarely Keeps to Self,1
11821,1182,4,Often Keeps to Self,:Interpersonal Interactions:Social Interest:Keeps to Self:Often Keeps to Self,1
11821,1182,2,Often Keeps to Self,:Keeps to Self:Often Keeps to Self,1
11831,1183,5,Excessive Social Dependence on Others,:Social Competence:Interpersonal Interactions:Social Interest:Social Dependence on Others:Excessive Social Dependence on Others,1
11832,1183,5,No Social Dependence on Others,:Social Competence:Interpersonal Interactions:Social Interest:Social Dependence on Others:No Social Dependence on Others,1
11831,1183,1,Excessive Social Dependence on Others,:Excessive Social Dependence on Others,1
11832,1183,1,No Social Dependence on Others,:No Social Dependence on Others,1
11832,1183,4,No Social Dependence on Others,:Interpersonal Interactions:Social Interest:Social Dependence on Others:No Social Dependence on Others,1
11832,1183,2,No Social Dependence on Others,:Social Dependence on Others:No Social Dependence on Others,1
11831,1183,3,Excessive Social Dependence on Others,:Social Interest:Social Dependence on Others:Excessive Social Dependence on Others,1
11832,1183,3,No Social Dependence on Others,:Social Interest:Social Dependence on Others:No Social Dependence on Others,1
11831,1183,4,Excessive Social Dependence on Others,:Interpersonal Interactions:Social Interest:Social Dependence on Others:Excessive Social Dependence on Others,1
11831,1183,2,Excessive Social Dependence on Others,:Social Dependence on Others:Excessive Social Dependence on Others,1
1206,1184,3,Regression of General Skills,:Social Competence:Adaptive Life Skills:Regression of General Skills,0
1193,1184,3,Home Life Skills,:Social Competence:Adaptive Life Skills:Home Life Skills,0
1185,1184,3,Community Life Skills,:Social Competence:Adaptive Life Skills:Community Life Skills,0
1206,1184,1,Regression of General Skills,:Regression of General Skills,0
1206,1184,2,Regression of General Skills,:Adaptive Life Skills:Regression of General Skills,0
1185,1184,1,Community Life Skills,:Community Life Skills,0
1193,1184,2,Home Life Skills,:Adaptive Life Skills:Home Life Skills,0
1185,1184,2,Community Life Skills,:Adaptive Life Skills:Community Life Skills,0
1193,1184,1,Home Life Skills,:Home Life Skills,0
1192,1185,4,Performance in School,:Social Competence:Adaptive Life Skills:Community Life Skills:Performance in School,0
1190,1185,3,Job Performance,:Adaptive Life Skills:Community Life Skills:Job Performance,0
1190,1185,4,Job Performance,:Social Competence:Adaptive Life Skills:Community Life Skills:Job Performance,0
1187,1185,4,Engagement in Social Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities,0
11852,1185,4,Poor Community Life Skills,:Social Competence:Adaptive Life Skills:Community Life Skills:Poor Community Life Skills,1
11851,1185,4,Good Community Life Skills,:Social Competence:Adaptive Life Skills:Community Life Skills:Good Community Life Skills,1
1186,1185,4,Adherence to Rules in the Community,:Social Competence:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community,0
1192,1185,2,Performance in School,:Community Life Skills:Performance in School,0
1191,1185,2,Money Management,:Community Life Skills:Money Management,0
1190,1185,2,Job Performance,:Community Life Skills:Job Performance,0
1187,1185,1,Engagement in Social Activities,:Engagement in Social Activities,0
11852,1185,1,Poor Community Life Skills,:Poor Community Life Skills,1
11851,1185,1,Good Community Life Skills,:Good Community Life Skills,1
1186,1185,1,Adherence to Rules in the Community,:Adherence to Rules in the Community,0
1192,1185,1,Performance in School,:Performance in School,0
1191,1185,1,Money Management,:Money Management,0
1190,1185,1,Job Performance,:Job Performance,0
1187,1185,2,Engagement in Social Activities,:Community Life Skills:Engagement in Social Activities,0
11852,1185,2,Poor Community Life Skills,:Community Life Skills:Poor Community Life Skills,1
11851,1185,2,Good Community Life Skills,:Community Life Skills:Good Community Life Skills,1
1186,1185,2,Adherence to Rules in the Community,:Community Life Skills:Adherence to Rules in the Community,0
1187,1185,3,Engagement in Social Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities,0
11852,1185,3,Poor Community Life Skills,:Adaptive Life Skills:Community Life Skills:Poor Community Life Skills,1
11851,1185,3,Good Community Life Skills,:Adaptive Life Skills:Community Life Skills:Good Community Life Skills,1
1186,1185,3,Adherence to Rules in the Community,:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community,0
1192,1185,3,Performance in School,:Adaptive Life Skills:Community Life Skills:Performance in School,0
1191,1185,3,Money Management,:Adaptive Life Skills:Community Life Skills:Money Management,0
1191,1185,4,Money Management,:Social Competence:Adaptive Life Skills:Community Life Skills:Money Management,0
11861,1186,5,Good Adherence to Rules in the Community,:Social Competence:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community:Good Adherence to Rules in the Community,1
11862,1186,5,Poor Adherence to Rules in the Community,:Social Competence:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community:Poor Adherence to Rules in the Community,1
11862,1186,3,Poor Adherence to Rules in the Community,:Community Life Skills:Adherence to Rules in the Community:Poor Adherence to Rules in the Community,1
11861,1186,2,Good Adherence to Rules in the Community,:Adherence to Rules in the Community:Good Adherence to Rules in the Community,1
11862,1186,4,Poor Adherence to Rules in the Community,:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community:Poor Adherence to Rules in the Community,1
11861,1186,1,Good Adherence to Rules in the Community,:Good Adherence to Rules in the Community,1
11862,1186,1,Poor Adherence to Rules in the Community,:Poor Adherence to Rules in the Community,1
11861,1186,3,Good Adherence to Rules in the Community,:Community Life Skills:Adherence to Rules in the Community:Good Adherence to Rules in the Community,1
11861,1186,4,Good Adherence to Rules in the Community,:Adaptive Life Skills:Community Life Skills:Adherence to Rules in the Community:Good Adherence to Rules in the Community,1
11862,1186,2,Poor Adherence to Rules in the Community,:Adherence to Rules in the Community:Poor Adherence to Rules in the Community,1
1188,1187,5,Participation in Athletic Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities,0
1189,1187,4,Participation in Play Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities,0
11871,1187,5,Good Engagement in Social Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Good Engagement in Social Activities,1
1189,1187,5,Participation in Play Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities,0
1188,1187,2,Participation in Athletic Activities,:Engagement in Social Activities:Participation in Athletic Activities,0
11872,1187,2,Poor Engagement in Social Activities,:Engagement in Social Activities:Poor Engagement in Social Activities,1
11871,1187,2,Good Engagement in Social Activities,:Engagement in Social Activities:Good Engagement in Social Activities,1
1189,1187,2,Participation in Play Activities,:Engagement in Social Activities:Participation in Play Activities,0
1188,1187,1,Participation in Athletic Activities,:Participation in Athletic Activities,0
11872,1187,1,Poor Engagement in Social Activities,:Poor Engagement in Social Activities,1
11871,1187,1,Good Engagement in Social Activities,:Good Engagement in Social Activities,1
1189,1187,1,Participation in Play Activities,:Participation in Play Activities,0
1188,1187,3,Participation in Athletic Activities,:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities,0
11872,1187,3,Poor Engagement in Social Activities,:Community Life Skills:Engagement in Social Activities:Poor Engagement in Social Activities,1
11871,1187,3,Good Engagement in Social Activities,:Community Life Skills:Engagement in Social Activities:Good Engagement in Social Activities,1
1189,1187,3,Participation in Play Activities,:Community Life Skills:Engagement in Social Activities:Participation in Play Activities,0
1188,1187,4,Participation in Athletic Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities,0
11872,1187,4,Poor Engagement in Social Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Poor Engagement in Social Activities,1
11871,1187,4,Good Engagement in Social Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Good Engagement in Social Activities,1
11872,1187,5,Poor Engagement in Social Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Poor Engagement in Social Activities,1
11881,1188,6,Good Participation in Athletic Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Good Participation in Athletic Activities,1
11882,1188,6,Poor Participation in Athletic Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Poor Participation in Athletic Activities,1
11881,1188,3,Good Participation in Athletic Activities,:Engagement in Social Activities:Participation in Athletic Activities:Good Participation in Athletic Activities,1
11882,1188,3,Poor Participation in Athletic Activities,:Engagement in Social Activities:Participation in Athletic Activities:Poor Participation in Athletic Activities,1
11881,1188,2,Good Participation in Athletic Activities,:Participation in Athletic Activities:Good Participation in Athletic Activities,1
11882,1188,5,Poor Participation in Athletic Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Poor Participation in Athletic Activities,1
11881,1188,1,Good Participation in Athletic Activities,:Good Participation in Athletic Activities,1
11882,1188,1,Poor Participation in Athletic Activities,:Poor Participation in Athletic Activities,1
11881,1188,4,Good Participation in Athletic Activities,:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Good Participation in Athletic Activities,1
11882,1188,4,Poor Participation in Athletic Activities,:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Poor Participation in Athletic Activities,1
11881,1188,5,Good Participation in Athletic Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Athletic Activities:Good Participation in Athletic Activities,1
11882,1188,2,Poor Participation in Athletic Activities,:Participation in Athletic Activities:Poor Participation in Athletic Activities,1
11891,1189,6,Good Participation in Play Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Good Participation in Play Activities,1
11892,1189,6,Poor Participation in Play Activities,:Social Competence:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Poor Participation in Play Activities,1
11891,1189,3,Good Participation in Play Activities,:Engagement in Social Activities:Participation in Play Activities:Good Participation in Play Activities,1
11892,1189,3,Poor Participation in Play Activities,:Engagement in Social Activities:Participation in Play Activities:Poor Participation in Play Activities,1
11891,1189,2,Good Participation in Play Activities,:Participation in Play Activities:Good Participation in Play Activities,1
11892,1189,5,Poor Participation in Play Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Poor Participation in Play Activities,1
11891,1189,1,Good Participation in Play Activities,:Good Participation in Play Activities,1
11892,1189,1,Poor Participation in Play Activities,:Poor Participation in Play Activities,1
11891,1189,4,Good Participation in Play Activities,:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Good Participation in Play Activities,1
11892,1189,4,Poor Participation in Play Activities,:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Poor Participation in Play Activities,1
11891,1189,5,Good Participation in Play Activities,:Adaptive Life Skills:Community Life Skills:Engagement in Social Activities:Participation in Play Activities:Good Participation in Play Activities,1
11892,1189,2,Poor Participation in Play Activities,:Participation in Play Activities:Poor Participation in Play Activities,1
11901,1190,5,Good Job Performance,:Social Competence:Adaptive Life Skills:Community Life Skills:Job Performance:Good Job Performance,1
11902,1190,5,Poor Job Performance,:Social Competence:Adaptive Life Skills:Community Life Skills:Job Performance:Poor Job Performance,1
11901,1190,3,Good Job Performance,:Community Life Skills:Job Performance:Good Job Performance,1
11902,1190,3,Poor Job Performance,:Community Life Skills:Job Performance:Poor Job Performance,1
11902,1190,4,Poor Job Performance,:Adaptive Life Skills:Community Life Skills:Job Performance:Poor Job Performance,1
11902,1190,2,Poor Job Performance,:Job Performance:Poor Job Performance,1
11901,1190,1,Good Job Performance,:Good Job Performance,1
11902,1190,1,Poor Job Performance,:Poor Job Performance,1
11901,1190,4,Good Job Performance,:Adaptive Life Skills:Community Life Skills:Job Performance:Good Job Performance,1
11901,1190,2,Good Job Performance,:Job Performance:Good Job Performance,1
11911,1191,5,Good Money Management,:Social Competence:Adaptive Life Skills:Community Life Skills:Money Management:Good Money Management,1
11912,1191,5,Poor Money Management,:Social Competence:Adaptive Life Skills:Community Life Skills:Money Management:Poor Money Management,1
11911,1191,3,Good Money Management,:Community Life Skills:Money Management:Good Money Management,1
11912,1191,3,Poor Money Management,:Community Life Skills:Money Management:Poor Money Management,1
11912,1191,4,Poor Money Management,:Adaptive Life Skills:Community Life Skills:Money Management:Poor Money Management,1
11912,1191,2,Poor Money Management,:Money Management:Poor Money Management,1
11911,1191,1,Good Money Management,:Good Money Management,1
11912,1191,1,Poor Money Management,:Poor Money Management,1
11911,1191,4,Good Money Management,:Adaptive Life Skills:Community Life Skills:Money Management:Good Money Management,1
11911,1191,2,Good Money Management,:Money Management:Good Money Management,1
11921,1192,5,Good Performance in School,:Social Competence:Adaptive Life Skills:Community Life Skills:Performance in School:Good Performance in School,1
11922,1192,5,Poor Performance in School,:Social Competence:Adaptive Life Skills:Community Life Skills:Performance in School:Poor Performance in School,1
11921,1192,3,Good Performance in School,:Community Life Skills:Performance in School:Good Performance in School,1
11922,1192,3,Poor Performance in School,:Community Life Skills:Performance in School:Poor Performance in School,1
11922,1192,4,Poor Performance in School,:Adaptive Life Skills:Community Life Skills:Performance in School:Poor Performance in School,1
11922,1192,2,Poor Performance in School,:Performance in School:Poor Performance in School,1
11921,1192,1,Good Performance in School,:Good Performance in School,1
11922,1192,1,Poor Performance in School,:Poor Performance in School,1
11921,1192,4,Good Performance in School,:Adaptive Life Skills:Community Life Skills:Performance in School:Good Performance in School,1
11921,1192,2,Good Performance in School,:Performance in School:Good Performance in School,1
1194,1193,4,Adherence to Rules in the Home,:Social Competence:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home,0
1196,1193,3,Performance of Household Tasks,:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks,0
1199,1193,4,Self-Care,:Social Competence:Adaptive Life Skills:Home Life Skills:Self-Care,0
1195,1193,4,Maintenance and Organization of Possessions,:Social Competence:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions,0
1196,1193,4,Performance of Household Tasks,:Social Competence:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks,0
1194,1193,1,Adherence to Rules in the Home,:Adherence to Rules in the Home,0
1205,1193,1,Use of Everyday Household Items,:Use of Everyday Household Items,0
1199,1193,1,Self-Care,:Self-Care,0
1195,1193,1,Maintenance and Organization of Possessions,:Maintenance and Organization of Possessions,0
1196,1193,1,Performance of Household Tasks,:Performance of Household Tasks,0
1194,1193,2,Adherence to Rules in the Home,:Home Life Skills:Adherence to Rules in the Home,0
1205,1193,2,Use of Everyday Household Items,:Home Life Skills:Use of Everyday Household Items,0
1199,1193,2,Self-Care,:Home Life Skills:Self-Care,0
1195,1193,2,Maintenance and Organization of Possessions,:Home Life Skills:Maintenance and Organization of Possessions,0
1196,1193,2,Performance of Household Tasks,:Home Life Skills:Performance of Household Tasks,0
1194,1193,3,Adherence to Rules in the Home,:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home,0
1205,1193,3,Use of Everyday Household Items,:Adaptive Life Skills:Home Life Skills:Use of Everyday Household Items,0
1199,1193,3,Self-Care,:Adaptive Life Skills:Home Life Skills:Self-Care,0
1195,1193,3,Maintenance and Organization of Possessions,:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions,0
1205,1193,4,Use of Everyday Household Items,:Social Competence:Adaptive Life Skills:Home Life Skills:Use of Everyday Household Items,0
11941,1194,5,Good Adherence to Rules in the Home,:Social Competence:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home:Good Adherence to Rules in the Home,1
11942,1194,5,Poor Adherence to Rules in the Home,:Social Competence:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home:Poor Adherence to Rules in the Home,1
11941,1194,1,Good Adherence to Rules in the Home,:Good Adherence to Rules in the Home,1
11942,1194,1,Poor Adherence to Rules in the Home,:Poor Adherence to Rules in the Home,1
11942,1194,4,Poor Adherence to Rules in the Home,:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home:Poor Adherence to Rules in the Home,1
11942,1194,2,Poor Adherence to Rules in the Home,:Adherence to Rules in the Home:Poor Adherence to Rules in the Home,1
11941,1194,3,Good Adherence to Rules in the Home,:Home Life Skills:Adherence to Rules in the Home:Good Adherence to Rules in the Home,1
11942,1194,3,Poor Adherence to Rules in the Home,:Home Life Skills:Adherence to Rules in the Home:Poor Adherence to Rules in the Home,1
11941,1194,4,Good Adherence to Rules in the Home,:Adaptive Life Skills:Home Life Skills:Adherence to Rules in the Home:Good Adherence to Rules in the Home,1
11941,1194,2,Good Adherence to Rules in the Home,:Adherence to Rules in the Home:Good Adherence to Rules in the Home,1
11951,1195,5,Good Maintenance and Organization of Possessions,:Social Competence:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions:Good Maintenance and Organization of Possessions,1
11952,1195,5,Poor Maintenance and Organization of Possessions,:Social Competence:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions:Poor Maintenance and Organization of Possessions,1
11951,1195,1,Good Maintenance and Organization of Possessions,:Good Maintenance and Organization of Possessions,1
11952,1195,1,Poor Maintenance and Organization of Possessions,:Poor Maintenance and Organization of Possessions,1
11952,1195,4,Poor Maintenance and Organization of Possessions,:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions:Poor Maintenance and Organization of Possessions,1
11952,1195,2,Poor Maintenance and Organization of Possessions,:Maintenance and Organization of Possessions:Poor Maintenance and Organization of Possessions,1
11951,1195,3,Good Maintenance and Organization of Possessions,:Home Life Skills:Maintenance and Organization of Possessions:Good Maintenance and Organization of Possessions,1
11952,1195,3,Poor Maintenance and Organization of Possessions,:Home Life Skills:Maintenance and Organization of Possessions:Poor Maintenance and Organization of Possessions,1
11951,1195,4,Good Maintenance and Organization of Possessions,:Adaptive Life Skills:Home Life Skills:Maintenance and Organization of Possessions:Good Maintenance and Organization of Possessions,1
11951,1195,2,Good Maintenance and Organization of Possessions,:Maintenance and Organization of Possessions:Good Maintenance and Organization of Possessions,1
1197,1196,5,Performance of Chores,:Social Competence:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Performance of Chores,0
1198,1196,5,Preparation of Food,:Social Competence:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Preparation of Food,0
1198,1196,2,Preparation of Food,:Performance of Household Tasks:Preparation of Food,0
1197,1196,1,Performance of Chores,:Performance of Chores,0
1198,1196,4,Preparation of Food,:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Preparation of Food,0
1197,1196,2,Performance of Chores,:Performance of Household Tasks:Performance of Chores,0
1197,1196,3,Performance of Chores,:Home Life Skills:Performance of Household Tasks:Performance of Chores,0
1198,1196,3,Preparation of Food,:Home Life Skills:Performance of Household Tasks:Preparation of Food,0
1197,1196,4,Performance of Chores,:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Performance of Chores,0
1198,1196,1,Preparation of Food,:Preparation of Food,0
11971,1197,6,Good Performance of Chores,:Social Competence:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Performance of Chores:Good Performance of Chores,1
11972,1197,6,Poor Performance of Chores,:Social Competence:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Performance of Chores:Poor Performance of Chores,1
11971,1197,3,Good Performance of Chores,:Performance of Household Tasks:Performance of Chores:Good Performance of Chores,1
11972,1197,3,Poor Performance of Chores,:Performance of Household Tasks:Performance of Chores:Poor Performance of Chores,1
11971,1197,2,Good Performance of Chores,:Performance of Chores:Good Performance of Chores,1
11972,1197,5,Poor Performance of Chores,:Adaptive Life Skills:Home Life Skills:Performance of Household Tasks:Performance of Chores:Poor Performance of Chores,1
11971,1197,1,Good Performance of Chores,:Good Performance of Chores,1
11972,1197,1,Poor Performance of Chores,:Poor Performance of Chores,1
11971,1197,4,Good Performance of Chores,:Home Life Skills:Performance of Household Tasks:Performance of Chores:Good Performance of Chores,1
